Building,Building Type,Area (SF),Month,Fiscal Year,Start Date,End Date,Days,Electricity Usage (kWh),Electricity Cost ($),Electricity Generated (kWh),Natural Gas Start Date,Natural Gas End Date,Days2,Natural Gas Use (therms), Natural Gas Cost ($) ,Total Cost,Electricity Use (kBtu),Natural Gas Use (kBtu),Total kBtu
Draper Center,Administration,"2,261",January,2020-21,12/15/2020,1/15/2021,31,211,$18.66 ,,12/15/2020,1/15/2021,31,111,,$18.66 ,719.96,"11,097.34","11,817.30"
Draper Center,Administration,"2,261",February,2020-21,1/15/2021,2/15/2021,31,214,$18.80 ,,1/15/2021,2/15/2021,31,102,,$18.80 ,730.2,"10,197.55","10,927.75"
Draper Center,Administration,"2,261",March,2020-21,2/15/2021,3/15/2021,28,,,,2/15/2021,3/15/2021,28,28,, $-   , -    ,"2,799.33","2,799.33"
Draper Center,Administration,"2,261",April,2020-21,3/15/2021,4/15/2021,31,426,$47.78 ,,3/15/2021,4/15/2021,31,0,,$47.78 ,"1,453.57", -    ,"1,453.57"
Draper Center,Administration,"2,261",May,2020-21,4/15/2021,5/15/2021,30,499,$63.07 ,,4/15/2021,5/15/2021,30,2,,$63.07 ,"1,702.66",199.95,"1,902.61"
Draper Center,Administration,"2,261",June,2020-21,5/15/2021,6/15/2021,31,710,$89.74 ,,5/15/2021,6/15/2021,31,12,,$89.74 ,"2,422.62","1,199.71","3,622.33"
Draper Center,Administration,"2,261",July,2021-22,6/15/2021,7/15/2021,30,"1,443",$262.44 ,,6/8/2021,7/8/2021,31,1,,$262.44 ,"4,923.72",99.98,"5,023.69"
Draper Center,Administration,"2,261",August,2021-22,7/15/2021,8/15/2021,31,"1,970",$396.76 ,,7/8/2021,8/6/2021,29,0,,$396.76 ,"6,721.92", -    ,"6,721.92"
Draper Center,Administration,"2,261",September,2021-22,8/15/2021,9/15/2021,31,"2,255",$390.95 ,,8/6/2021,9/7/2021,32,0,,$390.95 ,"7,694.38", -    ,"7,694.38"
Draper Center,Administration,"2,261",October,2021-22,9/15/2021,10/15/2021,30,"2,338",$348.61 ,,9/7/2021,10/7/2021,30,0,,$348.61 ,"7,977.58", -    ,"7,977.58"
Draper Center,Administration,"2,261",November,2021-22,10/15/2021,11/15/2021,31,"2,203",$308.98 ,,10/7/2021,11/8/2021,32,5,,$308.98 ,"7,516.94",499.88,"8,016.82"
Draper Center,Administration,"2,261",December,2021-22,11/15/2021,12/15/2021,30,"1,966",$274.44 ,,11/8/2021,12/9/2021,31,0,,$274.44 ,"6,708.27", -    ,"6,708.27"
Draper Center,Administration,"2,261",January,2021-22,12/15/2021,1/15/2022,31,"1,162",$164.50 ,,12/9/2021,1/10/2022,32,118,$243.04 ,$407.54 ,"3,964.91","11,797.17","15,762.07"
Draper Center,Administration,"2,261",February,2021-22,1/15/2022,2/15/2022,31,"1,048",$151.00 ,,1/10/2022,2/9/2022,30,67,$153.15 ,$304.15 ,"3,575.92","6,698.39","10,274.31"
Draper Center,Administration,"2,261",March,2021-22,2/15/2022,3/15/2022,28,"1,250",$186.36 ,,2/9/2022,3/11/2022,30,49,$107.00 ,$293.36 ,"4,265.18","4,898.82","9,164.00"
Draper Center,Administration,"2,261",April,2021-22,3/15/2022,4/15/2022,31,"1,251",$186.51 ,,3/11/2022,4/11/2022,31,12,$38.24 ,$224.75 ,"4,268.59","1,199.71","5,468.30"
Draper Center,Administration,"2,261",May,2021-22,4/15/2022,5/15/2022,30,633,$97.80 ,,4/11/2022,5/10/2022,29,25,$62.98 ,$160.78 ,"2,159.88","2,499.40","4,659.28"
Draper Center,Administration,"2,261",June,2021-22,5/15/2022,6/15/2022,31,708,$129.12 ,,5/10/2022,6/9/2022,30,2,$19.84 ,$148.96 ,"2,415.80",199.95,"2,615.75"
Draper Center,Administration,"2,261",July,2022-23,6/16/2022,7/15/2022,30,"1,427",$294.50 ,,6/9/2022,7/11/2022,32,0,$16.65 ,$311.15 ,"4,869.12", -    ,"4,869.12"
Draper Center,Administration,"2,261",August,2022-23,7/15/2022,8/15/2022,31,"1,173",$274.18 ,,7/11/2022,8/9/2022,29,0,$15.09 ,$289.27 ,"4,002.44", -    ,"4,002.44"
Draper Center,Administration,"2,261",September,2022-23,8/15/2022,9/15/2022,31,"1,635",$374.23 ,,8/9/2022,9/8/2022,30,0,$15.60 ,$389.83 ,"5,578.85", -    ,"5,578.85"
Draper Center,Administration,"2,261",October,2022-23,9/15/2022,10/15/2022,30,"1,070",$205.28 ,,9/8/2022,10/7/2022,29,0,$15.09 ,$220.37 ,"3,650.99", -    ,"3,650.99"
Draper Center,Administration,"2,261",November,2022-23,10/15/2022,11/17/2022,33,561,$90.30 ,,10/7/2022,11/7/2022,31,19,$52.86 ,$143.16 ,"1,914.21","1,899.54","3,813.75"
Draper Center,Administration,"2,261",December,2022-23,11/17/2022,12/20/2022,33,488,$69.89 ,,11/7/2022,12/8/2022,31,96,$211.87 ,$281.76 ,"1,665.12","9,597.70","11,262.82"
Draper Center,Administration,"2,261",January,2022-23,12/20/2022,1/18/2023,29,280,$47.59 ,,12/8/2022,1/9/2023,32,156,$498.02 ,$545.61 ,955.4,"15,596.26","16,551.66"
Draper Center,Administration,"2,261",February,2022-23,1/18/2023,2/15/2023,28,511,$87.46 ,,1/9/2023,2/7/2023,29,115,$516.19 ,$603.65 ,"1,743.60","11,497.24","13,240.84"
Draper Center,Administration,"2,261",March,2022-23,2/15/2023,3/17/2023,30,598,$94.52 ,,2/7/2023,3/9/2023,30,133,$322.80 ,$417.32 ,"2,040.46","13,296.81","15,337.27"
Draper Center,Administration,"2,261",April,2022-23,3/17/2023,4/17/2023,31,529,$91.29 ,,3/9/2023,4/7/2023,29,108,$215.94 ,$307.23 ,"1,805.02","10,797.41","12,602.43"
Draper Center,Administration,"2,261",May,2022-23,4/17/2023,5/16/2023,29,971,$172.98 ,,4/7/2023,5/8/2023,31,44,$91.54 ,$264.52 ,"3,313.19","4,398.94","7,712.13"
Draper Center,Administration,"2,261",June,2022-23,5/16/2023,6/15/2023,30,"1,036",$186.48 ,,5/8/2023,6/7/2023,30,15,$40.82 ,$227.30 ,"3,534.98","1,499.64","5,034.62"
Draper Center,Administration,"2,261",August,2023-24,7/18/2023,8/16/2023,30,"2,101",$523.43 ,,7/7/2023,8/7/2023,32,0,$15.29 ,$538.72 ,"7,168.91", -    ,"7,168.91"
Draper Center,Administration,"2,261",September,2023-24,8/16/2023,9/15/2023,30,"1,314",$325.53 ,,8/7/2023,9/6/2023,30,0,$14.79 ,$340.32 ,"4,483.55", -    ,"4,483.55"
Draper Center,Administration,"2,261",October,2023-24,9/15/2023,10/16/2023,31,779,$165.12 ,,9/6/2023,10/6/2023,30,0,$14.79 ,$179.91 ,"2,658.06", -    ,"2,658.06"
Draper Center,Administration,"2,261",November,2023-24,10/16/2023,11/15/2023,30,301,$55.63 ,,10/6/2023,11/7/2023,32,7,$27.38 ,$83.01 ,"1,027.05",699.83,"1,726.89"
Draper Center,Administration,"2,261",December,2023-24,11/15/2023,12/15/2023,30,"1,180",$210.00 ,,11/7/2023,12/7/2023,30,36,$81.66 ,$291.66 ,"4,026.33","3,599.14","7,625.46"
Draper Center,Administration,"2,261",January,2023-24,12/15/2023,1/16/2024,32,958,$174.86 ,,12/7/2023,1/8/2024,32,73,$152.74 ,$327.60 ,"3,268.83","7,298.25","10,567.08"
Draper Center,Administration,"2,261",February,2023-24,1/16/2024,2/14/2024,29,795,$136.38 ,,1/8/2024,2/6/2024,29,91,$186.19 ,$322.57 ,"2,712.65","9,097.82","11,810.47"
Draper Center,Administration,"2,261",March,2023-24,2/14/2024,3/15/2024,30,636,$112.75 ,,2/6/2024,3/7/2024,30,105,$214.90 ,$327.65 ,"2,170.12","10,497.48","12,667.60"
Draper Center,Administration,"2,261",April,2023-24,3/15/2024,4/16/2024,32,787,$131.52 ,,3/7/2024,4/5/2024,29,75,$149.04 ,$280.56 ,"2,685.35","7,498.20","10,183.55"
Draper Center,Administration,"2,261",May,2023-24,4/16/2024,5/15/2024,29,753,$129.16 ,,4/5/2024,5/6/2024,31,43,$85.57 ,$214.73 ,"2,569.34","4,298.97","6,868.31"
Draper Center,Administration,"2,261",June,2023-24,5/15/2024,6/14/2024,30,459,$100.51 ,,5/6/2024,6/5/2024,30,28,$60.06 ,$160.57 ,"1,566.17","2,799.33","4,365.50"
Draper Center,Administration,"2,261",July,2023-24,6/15/2023,7/18/2023,34,"1,693",$355.53 ,,6/7/2023,7/7/2023,31,2,$19.03 ,$374.56 ,"5,776.75",199.95,"5,976.71"
Draper Center,Administration,"2,261",July,2024-25,6/14/2024,7/17/2024,34,"1,422",$325.50 ,,6/5/2024,7/5/2024,31,1,$17.22 ,$342.72 ,"4,852.06",99.98,"4,952.04"
Draper Center,Administration,"2,261",August,2024-25,7/17/2024,8/15/2024,29,"1,380",$334.56 ,,7/5/2024,8/6/2024,32,0,$16.65 ,$351.21 ,"4,708.75", -    ,"4,708.75"
Draper Center,Administration,"2,261",September,2024-25,8/15/2024,9/16/2024,32,"1,899",$457.46 ,,8/6/2024,9/5/2024,30,0,$15.60 ,$473.06 ,"6,479.65", -    ,"6,479.65"
Draper Center,Administration,"2,261",October,2024-25,9/16/2024,10/15/2024,29,"1,212",$247.26 ,,9/5/2024,10/7/2024,32,0,$16.65 ,$263.91 ,"4,135.51", -    ,"4,135.51"
Draper Center,Administration,"2,261",November,2024-25,10/15/2024,11/14/2024,30,860,$147.37 ,,10/7/2024,11/6/2024,30,15,$41.62 ,$188.99 ,"2,934.44","1,499.64","4,434.08"
Draper Center,Administration,"2,261",December,2024-25,11/14/2024,12/13/2024,29,660,$115.30 ,,11/6/2024,12/9/2024,33,81,$161.63 ,$276.93 ,"2,252.01","8,098.06","10,350.07"
Draper Center,Administration,"2,261",January,2024-25,12/13/2024,1/16/2025,34,303,$46.54 ,,12/9/2024,1/8/2025,30,44,$95.32 ,$141.86 ,"1,033.88","4,398.94","5,432.82"
Draper Center,Administration,"2,261",February,2024-25,1/16/2025,2/14/2025,29,700,$124.77 ,,1/8/2025,2/6/2025,29,85,$180.27 ,$305.04 ,"2,388.50","8,497.96","10,886.46"
Draper Center,Administration,"2,261",March,2024-25,,,1,,,,2/6/2025,3/10/2025,32,100,$250.65 ,$250.65 , -    ,"9,997.60","9,997.60"
Draper Center,Administration,"2,261",April,2024-25,,,0,,,,,,1,,, $-   , -    , -    , -    
Draper Center,Administration,"2,261",May,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Draper Center,Administration,"2,261",June,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Emeritus House,Academic - SCE,"2,161",July,2010-11,6/15/2010,7/15/2010,31,,,,6/15/2010,7/15/2010,30,,, $-   , -    , -    , -    
Emeritus House,Academic - SCE,"2,161",August,2010-11,7/15/2010,8/15/2010,32,,,,7/15/2010,8/15/2010,31,,, $-   , -    , -    , -    
Emeritus House,Academic - SCE,"2,161",September,2010-11,8/15/2010,9/15/2010,32,,,,8/15/2010,9/15/2010,31,,, $-   , -    , -    , -    
